artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
20229,"VAT 04436","VS 25, 022","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 5; 22","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.01.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,73.0,23.0,73.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20230,"VAT 04437","VS 25, 023","Deimel1924OrSP9-13; Gelb1975StOr46; Marzahn1991VS25","history; history; primary","295; 71; 23","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Lugalanda.06.10b.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,79.0,25.0,78.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20231,"VAT 04438","VS 25, 024","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 1; 24","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,66.0,27.0,64.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,i3.MesopOil,3349," ",0,0,,,0,0,0,0,,
20232,"VAT 04440","VS 25, 025","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 6; 25","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.03.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,60.0,22.0,60.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20233,"VAT 04443","VS 25, 026","Deimel1923; Marzahn1991VS25; Meriggi1934MVAeG39","history; primary; history","15; 26; 62","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.04.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,73.0,25.0,74.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20234,"VAT 04444","VS 25, 027","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 34; 27","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.00.02.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,67.0,23.0,68.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20235,"VAT 04446","VS 25, 028","Cohen1993Calendars; Deimel1926Fisch-Texte; Marzahn1991VS25","history; history; primary","52; 65; 28","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.06.10.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,48.0,24.0,48.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20236,"VAT 04447","VS 25, 029","Cohen1993Calendars; Deimel1926Fisch-Texte; Marzahn1991VS25","history; history; primary","51; 64; 29","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.05.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,45.0,23.0,45.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20237,"VAT 04449","VS 25, 030","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 35; 30","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.05.09.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,46.0,23.0,45.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20238,"VAT 04450","VS 25, 031","Deimel1925OrSP16; Marzahn1991VS25","history; primary","28; 31","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.03.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,80.0,28.0,80.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20239,"VAT 04451","VS 25, 032",Marzahn1991VS25,primary,32,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,72.0,25.0,72.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20240,"VAT 04452","VS 25, 033",Marzahn1991VS25,primary,33,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.06.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,70.0,24.0,69.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20241,"VAT 04453","VS 25, 034","Deimel1924OrSP9-13; Deimel1931AnOr2; Marzahn1991VS25","history; history; primary","164; 57; 34","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.04.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,72.0,23.0,70.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20242,"VAT 04454","VS 25, 035","Cohen1993Calendars; Deimel1924OrSP9-13; Englund1990Fischerei; Marzahn1991VS25","history; history; citation; primary","44. 51; 310; p. 99 n. 318; 35","; ; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Lugalanda.01.02.00, Lugalanda.01.08.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,73.0,25.0,72.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20243,"VAT 04455","VS 25, 036","Deimel1926OrSP21; Marzahn1991VS25","history; primary","29-30; 36","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Lugalanda.04.12.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,91.0,25.0,92.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20244,"VAT 04456","VS 25, 037","Deimel1929OrSP43/44; Marzahn1991VS25; sec5167","history; primary; history","92f.; 37; ","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Lugalanda.06.10b.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,92.0,26.0,93.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20245,"VAT 04458","VS 25, 038","Marzahn1991VS25; sec5169","primary; history","38; ","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.00.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,64.0,26.0,64.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20246,"VAT 04460","VS 25, 039","Deimel1925OrSP14; Marzahn1991VS25; Yamamoto1980agricultural-yearII","history; primary; history","10f.; 39; p. 171-172","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.07.01.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,75.0,27.0,76.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20247,"VAT 04461","VS 25, 040","Marzahn1991VS25; sec5174","primary; history","40; ","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.03.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,77.0,27.0,76.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20248,"VAT 04463","VS 25, 041",Marzahn1991VS25,primary,41,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Lugalanda.06.00.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,124.0,30.0,123.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20249,"VAT 04464","VS 25, 042","Cohen1993Calendars; Deimel1926Fisch-Texte; Marzahn1991VS25","history; history; primary","47; 63; 42","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Urukagina_l.03.04.00 nearcertain","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,68.0,26.0,68.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20250,"VAT 04465","VS 25, 043","Deimel1928OrSP32; Marzahn1991VS25","history; primary","76; 43","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.06.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,56.0,23.0,56.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20251,"VAT 04467","VS 25, 045","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 19; 45","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.05.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,57.0,24.0,55.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20252,"VAT 04469","VS 25, 046","Deimel1925OrSP16; Marzahn1991VS25","history; primary","2; 46","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Enentarzi.04.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,62.0,25.0,62.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20253,"VAT 04472","VS 25, 047","Cohen1993Calendars; Deimel1926Fisch-Texte; Marzahn1991VS25","history; history; primary","52, 51; 62; 47","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.04.08.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,51.0,23.0,52.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20254,"VAT 04473","VS 25, 048","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 25; 48","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,59.0,21.0,59.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20255,"VAT 04474","VS 25, 049","Deimel1924OrSP9-13; Deimel1931AnOr2; Marzahn1991VS25","history; history; primary","164; 52; 49","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Enentarzi.00.00.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,52.0,24.0,55.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20256,"VAT 04475","VS 25, 050","Deimel1924OrSP9-13; Marzahn1991VS25","history; primary","316; 50","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.01.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,53.0,24.0,53.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20257,"VAT 04476","VS 25, 051","Deimel1925OrSP17; Marzahn1991VS25; Meriggi1934MVAeG39","history; primary; history","1; 51; 91","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,53.0,23.0,53.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20258,"VAT 04477","VS 25, 052","Cohen1993Calendars; Deimel1926Fisch-Texte; Marzahn1991VS25","history; history; primary","51; 63; 52","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.04.02.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,60.0,25.0,60.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20259,"VAT 04478","VS 25, 053","Cohen1993Calendars; Deimel1924OrSP9-13; Marzahn1991VS25","history; history; primary","51; 313; 53","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.05.08.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,61.0,24.0,61.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20260,"VAT 04479","VS 25, 054","Deimel1924OrSP9-13; Deimel1931AnOr2; Marzahn1991VS25","history; history; primary","165; 56; 54","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.04.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,56.0,20.0,56.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20261,"VAT 04480","VS 25, 055","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 24-25; 55","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,61.0,22.0,61.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20262,"VAT 04481","VS 25, 056","Deimel1926Viehzucht; Marzahn1991VS25; Meriggi1934MVAeG39","history; primary; history","p. 2; 56; 109","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Enentarzi.02.00.00, Enentarzi.03.00.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,63.0,24.0,63.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20263,"VAT 04483","VS 25, 058","Deimel1924OrSP9-13; Marzahn1991VS25; Meriggi1934MVAeG39","history; primary; history","231; 58; 2 121","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.00.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,57.0,23.0,57.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20264,"VAT 04482","VS 25, 057","Deimel1924OrSP9-13; Englund1990Fischerei; Marzahn1991VS25; sec5217","history; citation; primary; history","173; p. 21 n. 72; 57; ","; ; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",00.00.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,56.0,,56.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,i3.MesopOil,11450," ",0,0,,,0,0,0,0,,
20265,"VAT 04484","VS 25, 059","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 6; 59","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Lugalanda.04.04.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,53.0,22.0,54.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20266,"VAT 04485","VS 25, 060",Marzahn1991VS25,primary,60,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Enentarzi.00.00.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,53.0,26.0,51.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20267,"VAT 04486","VS 25, 061","DeimelOrSP4; Maeda1984irrigation; Marzahn1991VS25; Yamamoto1980agricultural-yearII","history; history; primary; history","2; p. 49 n. 5; 61; p. 170","; ; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Enentarzi.03.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,64.0,22.0,62.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20268,"VAT 04488","VS 25, 062","Deimel1924OrSP9-13; Englund1990Fischerei; Marzahn1991VS25","history; citation; primary","243; p. 98 n. 314, p. 233; 62","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,65.0,25.0,64.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20269,"VAT 04489","VS 25, 063",Marzahn1991VS25,primary,63,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.04.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,63.0,23.0,63.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20270,"VAT 04490","VS 25, 064","Deimel1926Viehzucht; Marzahn1991VS25","history; primary","p. 30; 64","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.05.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,61.0,23.0,62.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20271,"VAT 04504","VS 25, 065",Marzahn1991VS25,primary,65,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.06.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,53.0,25.0,53.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20272,"VAT 04610","VS 25, 066","Cohen1993Calendars; Deimel1928OrSP32; Maeda1982subgroups; Marzahn1991VS25; Powell1984AfO31","history; history; history; primary; history","44; 17f.; p. 76; 66; 51 Anm. 65","; ; ; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.01.01g.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,107.0,29.0,108.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20273,"VAT 04613","VS 25, 067","Deimel1925OrSP16; Marzahn1991VS25","history; primary","17; 67","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.05.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,68.0,24.0,68.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20274,"VAT 04624","VS 25, 068","Deimel1925OrSP16; Marzahn1991VS25; Selz2011Holzwirtschaft","history; primary; history","32; 68; p. 238-239, no. 10","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.04.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,59.0,25.0,58.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20275,"VAT 04612","VS 25, 069","Deimel1929Lohnlisten; Gelb1975StOr46; Maekawa1980weavers; Marzahn1991VS25; sec5245","history; history; history; primary; history","; 72; p. 87, p. 89ff., p. 113, p. 114 n. 8 sub 2.; 69; ","; ; ; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Urukagina_l.06.09.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,142.0,29.0,144.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20276,"VAT 04625","VS 25, 070","Deimel1923; Lambert1975OrNS44; Lambert1981Grand-marchand; Marzahn1991VS25; Yamamoto1980agricultural-yearII","history; history; history; primary; history","17ff.; 47; p. 184; 70; p. 173-174 + n. 23, n. 27","; ; ; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.01.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,133.0,32.0,137.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20277,"VAT 04628","VS 25, 071","Cohen1993Calendars; Deimel1928OrSP34; Maeda1982subgroups; Marzahn1991VS25","history; history; history; primary","51; 47ff.; p. 83; 71","; ; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.06.09b.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,133.0,28.0,137.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20278,"VAT 04631","VS 25, 072","Deimel1924OrSP9-13; Marzahn1991VS25","history; primary","212; 72","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,69.0,24.0,70.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20279,"VAT 04646","VS 25, 073","Deimel1928OrSP32; Deimel1928OrSP34; Marzahn1991VS25","history; history; primary","80; 36f.; 73","; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Urukagina_l.01.11.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,70.0,26.0,70.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20280,"VAT 04629","VS 25, 074",Marzahn1991VS25,primary,74,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.01.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,100.0,27.0,99.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20281,"VAT 04632","VS 25, 075","Deimel1924OrSP9-13; Marzahn1991VS25","history; primary","198f.; 75","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,95.0,26.0,97.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20282,"VAT 04669","VS 25, 076","DeimelOrSP4; Marzahn1991VS25","history; primary","13; 76","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,60.0,24.0,60.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20283,"VAT 04670","VS 25, 077",Marzahn1991VS25,primary,77,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,57.0,23.0,57.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20284,"VAT 04672","VS 25, 078","Deimel1925OrSP14; Marzahn1991VS25","history; primary","14f.; 78","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.00.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,57.0,21.0,58.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20285,"VAT 04682","VS 25, 079","DeimelOrSP4; Lambert1981Grand-marchand; Maeda1982subgroups; Maekawa1987labor; Marzahn1991VS25; Yamamoto1980agricultural-yearII","history; citation; citation; citation; primary; citation","10ff.; p. 184; p. 81; p. 60-61; 79; p. 171","; ; ; ; ; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,122.0,29.0,120.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20286,"VAT 04678","VS 25, 080","Deimel1926OrSP21; Marzahn1991VS25","history; primary","30; 80","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Urukagina_e.01.04.00 ?","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,51.0,22.0,52.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20287,"VAT 04687","VS 25, 081","Deimel1925OrSP14; Marzahn1991VS25","history; primary","13f.; 81","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)","Urukagina_l.00.00.00 probable","Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,56.0,24.0,56.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20288,"VAT 04688","VS 25, 082","Cohen1993Calendars; Marzahn1991VS25","history; primary","51; 82","; ","Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Urukagina_l.02.08.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,50.0,23.0,58.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20289,"VAT 04709","VS 25, 083",Marzahn1991VS25,primary,83,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Enentarzi.02.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,66.0,22.0,66.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
20290,"VAT 04725","VS 25, 084",Marzahn1991VS25,primary,84,,"Girsu (mod. Tello)","ED IIIb (ca. 2500-2340 BC)",Lugalanda.05.00.00,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,76.0,25.0,75.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
